CASO,LAST_JOBID,month1,month2,month3,month4,month5,month6,days,archive
sps4_199607_024,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199607_025,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199607_026,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199607_027,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199607_028,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199607_029,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199607_030,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199607_031,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199607_032,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199607_033,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199607_034,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199607_035,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199607_036,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199607_037,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199607_038,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199607_039,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199607_040,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_001,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_002,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_003,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_004,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_005,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_006,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_007,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_008,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_009,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_010,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_011,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_012,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_013,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_014,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_015,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_016,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_017,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_018,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_019,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_020,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_021,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_022,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_023,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_024,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_025,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_026,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_027,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_028,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_029,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_030,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_031,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_032,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_033,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_034,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_035,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_036,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_037,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_038,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_039,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199707_040,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_001,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_002,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_003,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_004,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_005,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_006,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_007,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_008,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_009,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_010,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_011,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_012,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_013,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_014,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_015,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_016,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_017,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_018,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_019,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_020,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_021,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_022,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_023,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_024,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_025,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_026,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_027,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_028,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_029,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_030,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_031,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_032,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_033,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_034,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_035,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_036,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_037,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_038,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_039,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199807_040,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_001,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_002,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_003,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_004,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_005,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_006,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_007,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_008,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_009,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_010,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_011,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_012,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_013,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_014,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_015,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_016,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_017,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_018,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_019,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_020,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_021,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_022,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_023,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_024,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_025,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_026,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_027,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_028,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_029,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_030,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_031,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_032,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_033,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_034,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_035,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_036,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_037,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_038,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_039,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_199907_040,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_001,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_002,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_003,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_004,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_005,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_006,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_007,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_008,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_009,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_010,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_011,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_012,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_013,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_014,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_015,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_016,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_017,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_018,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_019,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_020,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_021,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_022,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_023,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_024,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_025,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_026,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_027,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_028,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_029,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_030,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_031,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_032,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_033,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_034,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_035,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_036,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_037,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_038,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_039,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200007_040,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_001,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_002,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_003,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_004,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_005,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_006,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_007,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_008,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_009,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_010,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_011,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_012,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_013,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_014,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_015,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_016,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_017,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_018,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_019,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_020,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_021,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_022,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_023,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_024,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_025,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_026,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_027,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_028,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_029,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_030,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_031,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_032,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_033,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_034,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_035,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_036,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_037,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_038,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_039,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200107_040,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_001,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_002,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_003,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_004,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_005,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_006,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_007,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_008,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_009,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_010,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_011,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_012,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_013,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_014,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_015,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_016,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_017,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_018,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_019,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_020,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_021,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_022,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_023,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_024,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_025,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_026,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_027,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_028,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_029,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_030,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_031,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_032,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_033,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_034,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_035,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_036,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_037,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_038,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_039,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200207_040,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_001,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_002,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_003,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_004,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_005,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_006,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_007,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_008,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_009,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_010,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_011,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_012,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_013,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_014,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_015,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_016,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_017,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_018,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_019,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_020,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_021,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_022,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_023,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_024,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_025,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_026,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_027,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_028,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_029,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_030,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_031,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_032,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_033,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_034,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_035,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_036,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_037,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_038,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_039,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200307_040,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200407_001,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200407_002,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200407_003,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200407_004,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200407_005,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200407_006,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200407_007,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200407_008,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200407_009,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200407_010,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200407_011,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200407_012,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
sps4_200407_013,job_id,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy
